Student_ID,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status,salary_lpa
3703,Male,CSE,7.42,69.2,78.8,2,5.1,82.1,4,2,4,1,5,4,1,6.9,6,No,Medium,Tier 3,No,High,Placed,14.19
3704,Female,CSE,4.99,64.0,41.4,0,5.0,70.3,1,1,2,1,2,1,3,7.3,6,Yes,Low,Tier 1,Yes,Low,Not Placed,0.0
3705,Female,CSE,4.75,69.0,55.4,0,5.5,62.9,4,1,4,1,3,3,0,6.2,4,No,Medium,Tier 2,Yes,Low,Placed,12.04
3706,Female,ECE,1.1,35.0,22.9,2,0.9,50.8,2,0,0,3,1,0,3,7.9,2,Yes,Low,Tier 2,Yes,High,Not Placed,0.0
3707,Female,IT,5.6,68.7,50.1,0,5.0,88.0,2,3,4,4,3,1,1,8.5,4,No,Medium,Tier 3,No,Low,Placed,14.47
3708,Male,ECE,2.47,21.2,40.7,0,3.0,20.1,0,0,1,2,4,1,2,5.9,5,No,Low,Tier 1,Yes,Low,Not Placed,0.0
3709,Male,CSE,9.77,94.5,87.9,0,10.0,100.0,6,3,4,2,3,5,0,5.9,7,No,Medium,Tier 3,Yes,Medium,Placed,16.47
3710,Female,IT,7.97,100.0,74.6,1,7.3,100.0,2,4,3,3,4,4,1,6.0,5,No,High,Tier 2,Yes,Low,Placed,15.35
3711,Male,ME,4.13,61.3,49.0,0,2.5,65.8,2,1,2,3,3,1,1,8.2,6,No,Medium,Tier 1,Yes,High,Not Placed,0.0
3712,Female,CSE,1.51,12.5,24.3,2,0.4,35.9,3,1,3,3,1,1,3,5.8,6,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
3713,Female,IT,7.85,81.2,100.0,0,7.7,68.3,6,2,4,2,5,4,2,6.6,6,No,Medium,Tier 3,Yes,Low,Placed,16.38
3714,Female,ECE,1.22,29.0,22.4,0,4.8,70.7,2,2,1,3,0,0,0,5.8,5,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3715,Female,ME,1.89,23.4,37.5,2,2.5,35.5,2,1,1,5,4,0,1,9.0,4,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3716,Male,ME,2.12,9.9,36.4,0,2.6,65.9,1,1,1,2,0,0,2,6.4,2,No,Low,Tier 1,Yes,High,Not Placed,0.0
3717,Male,ECE,5.57,63.3,66.1,3,5.8,73.1,5,2,3,3,2,2,1,9.0,6,No,Low,Tier 2,No,Medium,Placed,11.65
3718,Male,IT,7.87,74.0,85.3,0,6.2,100.0,3,3,4,4,3,4,2,7.0,1,No,Low,Tier 3,Yes,Low,Placed,18.29
3719,Male,ME,3.14,33.9,51.9,0,1.2,50.0,3,1,2,2,1,0,1,6.4,6,No,High,Tier 3,Yes,Medium,Not Placed,0.0
3720,Male,ECE,0.85,18.7,27.5,0,3.1,20.8,4,0,2,4,2,2,0,8.0,7,No,High,Tier 2,Yes,High,Not Placed,0.0
3721,Male,CSE,4.65,53.2,57.4,0,4.1,62.9,5,1,3,1,3,3,1,7.0,5,No,Low,Tier 1,Yes,Medium,Placed,12.29
3722,Female,IT,7.48,78.5,78.4,0,7.8,62.0,3,3,3,4,4,2,1,8.7,6,Yes,Low,Tier 2,Yes,High,Placed,17.42
3723,Female,CSE,2.22,25.0,34.4,0,2.3,80.4,0,0,2,3,0,2,0,6.7,5,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3724,Male,ECE,2.2,31.5,26.5,0,3.2,55.8,1,0,1,1,2,1,2,6.5,5,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3725,Male,ME,9.47,77.9,93.2,0,9.0,100.0,7,3,5,4,4,4,2,6.5,5,No,Low,Tier 1,Yes,High,Placed,17.76
3726,Female,IT,9.54,99.2,96.7,0,9.2,100.0,4,4,5,2,5,2,0,8.5,7,No,High,Tier 3,Yes,Low,Placed,18.4
3727,Male,ECE,9.9,70.6,100.0,0,8.7,86.1,5,4,5,3,5,3,1,7.3,5,No,Medium,Tier 1,No,Medium,Placed,18.12
3728,Male,CSE,8.08,80.8,84.4,0,7.3,81.9,3,3,3,4,4,4,1,6.1,3,No,Medium,Tier 3,No,Medium,Placed,15.05
3729,Male,ECE,1.88,40.2,30.7,0,3.4,47.6,1,0,1,2,4,0,1,5.3,6,No,High,Tier 3,Yes,Low,Not Placed,0.0
3730,Male,CSE,2.12,22.4,34.4,0,3.4,71.0,3,0,1,2,1,1,1,7.3,5,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3731,Male,CSE,3.4,51.1,39.7,1,2.6,41.5,3,2,2,4,2,1,0,5.9,4,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
3732,Female,IT,3.18,53.6,46.6,1,2.5,45.3,3,2,1,1,1,1,4,4.9,7,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3733,Male,CSE,9.57,63.3,92.3,0,6.1,88.1,6,2,5,5,5,3,1,8.3,9,Yes,Medium,Tier 2,Yes,Low,Placed,18.67
3734,Male,ECE,7.89,80.6,82.9,0,7.8,74.3,4,4,4,1,5,4,3,5.5,6,No,Medium,Tier 1,Yes,High,Placed,17.81
3735,Male,ECE,7.24,47.8,85.9,0,6.2,60.9,4,2,4,2,5,3,1,4.9,7,No,Medium,Tier 3,Yes,High,Placed,16.57
3736,Male,EE,1.86,29.6,25.8,2,3.6,13.7,3,1,2,3,2,1,3,6.8,6,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3737,Female,ECE,9.1,92.3,96.8,0,8.3,67.7,4,5,5,4,5,1,2,6.6,8,No,High,Tier 2,Yes,Medium,Placed,18.38
3738,Female,CSE,8.28,60.6,84.6,0,6.3,97.9,2,2,3,3,3,1,0,6.0,7,Yes,High,Tier 3,No,Medium,Placed,15.74
3739,Female,CSE,1.64,48.2,51.3,0,2.5,44.7,2,1,1,3,2,0,0,7.3,4,No,High,Tier 1,Yes,High,Not Placed,0.0
3740,Male,ECE,8.71,91.9,85.5,3,7.1,97.3,5,2,4,2,3,2,3,6.6,7,No,Medium,Tier 2,Yes,High,Placed,16.07
3741,Female,ECE,2.72,29.6,46.7,1,2.8,44.3,1,1,2,5,1,2,0,9.6,6,No,Medium,Tier 2,Yes,High,Not Placed,0.0
3742,Female,ECE,0.81,36.5,24.6,0,3.0,38.7,2,2,1,4,1,3,1,6.8,5,No,High,Tier 1,Yes,Low,Not Placed,0.0
3743,Female,ECE,6.57,52.9,56.7,0,8.6,93.8,5,2,5,4,5,1,1,5.5,8,No,High,Tier 3,Yes,High,Placed,16.64
3744,Male,CSE,6.54,58.3,65.1,2,7.2,92.9,3,2,4,2,3,1,2,7.4,3,No,Low,Tier 1,Yes,Medium,Placed,14.73
3745,Male,ECE,0.95,0.1,34.4,0,2.1,52.0,2,1,2,0,1,2,3,7.5,6,Yes,Low,Tier 3,Yes,Medium,Not Placed,0.0
3746,Male,ECE,3.19,60.1,39.2,0,5.0,56.6,1,0,0,4,2,0,3,6.6,5,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3747,Female,CSE,9.93,100.0,75.2,1,10.0,100.0,6,3,5,3,5,4,4,5.0,2,Yes,High,Tier 1,Yes,Low,Placed,18.78
3748,Male,CSE,6.78,79.2,71.9,0,4.9,80.1,5,2,5,3,5,4,3,8.9,6,No,Medium,Tier 2,No,Medium,Placed,16.56
3749,Male,CSE,7.3,80.1,65.5,0,7.8,76.8,5,2,5,2,2,5,0,5.5,5,Yes,Medium,Tier 3,Yes,Medium,Placed,16.26
3750,Female,CSE,2.13,38.8,36.4,0,3.8,42.9,0,0,1,3,2,1,3,8.1,4,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3751,Female,IT,0.79,22.5,39.8,3,3.2,53.2,4,0,3,2,2,3,1,8.5,3,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3752,Female,CSE,2.77,41.3,47.9,0,4.3,36.1,2,0,2,3,2,3,2,6.6,10,No,Low,Tier 1,Yes,High,Not Placed,0.0
3753,Male,CSE,2.49,37.2,53.3,2,3.0,67.8,4,1,2,2,3,0,0,8.1,1,No,High,Tier 2,No,Medium,Not Placed,0.0
3754,Female,CSE,2.35,28.9,31.2,0,5.2,45.8,1,1,1,4,3,1,4,8.2,1,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
3755,Male,EE,1.93,30.9,32.0,3,3.2,30.8,4,1,1,5,2,2,4,5.7,7,No,Low,Tier 2,Yes,Low,Not Placed,0.0
3756,Male,ME,5.75,66.6,53.6,3,5.1,63.0,1,1,1,2,4,1,1,8.8,6,No,High,Tier 2,No,Low,Not Placed,0.0
3757,Male,CSE,3.28,44.0,37.4,0,4.3,44.2,3,1,3,1,3,2,1,7.4,3,Yes,Low,Tier 3,Yes,High,Not Placed,0.0
3758,Male,CSE,8.2,69.9,74.3,0,8.2,77.3,4,3,4,3,5,3,0,4.4,4,No,Medium,Tier 2,No,Low,Placed,16.61
3759,Male,CSE,1.84,17.2,19.7,0,2.9,38.9,0,1,1,3,1,0,1,7.2,7,No,High,Tier 1,Yes,High,Not Placed,0.0
3760,Female,ECE,4.65,65.4,68.9,1,5.1,55.3,5,2,3,4,3,1,3,6.3,5,No,High,Tier 3,Yes,Low,Not Placed,0.0
3761,Male,CSE,0.14,13.1,0.0,0,1.7,32.1,1,0,0,5,2,2,4,7.5,7,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
3762,Female,IT,4.82,61.8,70.3,2,4.2,63.1,4,2,3,4,2,3,1,6.2,5,Yes,Low,Tier 2,Yes,Low,Not Placed,0.0
3763,Male,ECE,0.56,8.8,34.9,0,1.1,47.5,4,0,2,1,1,2,1,6.2,4,Yes,Low,Tier 2,Yes,Low,Not Placed,0.0
3764,Male,ME,9.78,83.4,100.0,0,6.9,90.7,5,4,5,2,5,2,1,5.8,3,No,Low,Tier 3,No,Low,Placed,18.42
3765,Male,CSE,7.91,73.8,70.1,1,8.6,86.4,4,4,4,3,4,4,3,7.3,5,No,Medium,Tier 1,Yes,Medium,Placed,16.34
3766,Male,ME,4.9,54.4,41.4,0,4.7,64.5,3,1,3,2,3,2,2,7.6,4,No,Low,Tier 1,Yes,Medium,Placed,13.36
3767,Male,IT,0.87,15.7,19.5,0,0.0,46.7,0,0,1,5,3,1,5,7.0,7,No,High,Tier 1,Yes,Medium,Not Placed,0.0
3768,Male,CSE,5.92,78.3,71.6,4,6.0,71.1,0,2,2,2,3,4,0,6.6,7,Yes,Low,Tier 2,Yes,High,Not Placed,0.0
3769,Male,ECE,7.59,81.3,78.8,0,7.2,72.8,3,2,4,4,2,5,1,7.1,5,No,Medium,Tier 3,Yes,Low,Placed,18.42
3770,Male,CSE,1.91,49.7,22.8,3,1.0,35.4,4,1,2,2,1,0,7,8.3,5,Yes,High,Tier 2,Yes,Low,Not Placed,0.0
3771,Male,CSE,5.68,67.3,74.9,1,4.6,71.6,3,2,3,3,4,3,0,5.8,5,Yes,High,Tier 2,Yes,High,Placed,13.76
3772,Female,CSE,8.14,60.1,100.0,1,6.3,99.1,5,3,4,2,4,3,0,5.4,4,No,High,Tier 2,Yes,Low,Placed,16.91
3773,Male,ECE,7.68,90.8,77.2,0,6.1,78.3,4,3,4,4,4,3,1,5.6,3,No,Low,Tier 3,Yes,Low,Placed,17.73
3774,Female,ECE,8.03,68.2,83.3,0,8.3,74.8,3,2,5,4,5,3,1,5.0,6,No,Medium,Tier 1,Yes,High,Placed,18.13
3775,Female,CE,8.79,92.0,73.2,0,7.5,84.7,4,2,3,3,4,2,0,5.8,5,No,Low,Tier 2,Yes,Medium,Placed,16.79
3776,Female,CSE,9.38,87.0,88.9,0,7.6,84.5,3,2,4,5,4,2,4,8.4,8,Yes,Medium,Tier 2,Yes,High,Placed,18.76
3777,Female,EE,4.06,70.9,55.6,5,5.5,51.4,2,0,1,2,3,2,2,5.0,5,No,Low,Tier 3,Yes,High,Not Placed,0.0
3778,Male,CSE,5.69,77.8,67.1,0,6.0,51.8,4,3,3,3,3,3,2,6.7,10,No,Medium,Tier 1,Yes,High,Placed,14.8
3779,Female,IT,7.91,74.8,76.2,0,5.3,79.5,5,4,5,4,4,5,1,7.8,9,No,Medium,Tier 1,Yes,Medium,Placed,18.03
3780,Female,CSE,6.97,73.0,71.0,0,5.8,79.6,5,3,5,2,3,3,4,7.0,4,No,Low,Tier 2,Yes,Low,Placed,16.24
3781,Male,CSE,9.96,100.0,93.2,0,8.8,81.8,4,3,5,3,3,4,0,8.0,5,No,Medium,Tier 2,Yes,Medium,Placed,19.02
3782,Male,ME,0.14,24.8,16.3,0,0.7,25.3,3,1,0,4,0,2,3,6.3,2,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
3783,Male,CSE,3.55,45.5,50.6,0,6.0,44.9,3,2,2,4,2,1,0,6.4,5,No,Medium,Tier 3,No,Low,Not Placed,0.0
3784,Female,IT,2.81,28.6,20.8,2,3.6,35.2,3,0,2,4,1,1,2,6.5,6,No,Medium,Tier 1,No,Low,Not Placed,0.0
3785,Female,ECE,2.62,30.1,38.2,0,2.6,39.3,4,0,3,2,1,3,0,7.7,6,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3786,Male,ECE,2.23,33.9,39.3,0,1.9,46.0,3,1,3,3,2,3,1,10.0,4,Yes,High,Tier 2,Yes,Low,Not Placed,0.0
3787,Male,ECE,7.09,87.6,69.0,0,7.4,61.4,4,2,4,1,3,2,1,7.0,5,No,Medium,Tier 2,Yes,Medium,Placed,15.66
3788,Male,IT,0.85,26.5,20.0,0,1.4,38.4,2,0,1,2,0,3,0,6.7,7,No,High,Tier 1,Yes,High,Not Placed,0.0
3789,Male,CSE,7.42,70.3,72.9,0,7.1,71.1,0,3,0,3,1,0,0,5.8,5,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3790,Female,IT,6.93,80.4,68.6,4,5.2,65.4,3,2,2,4,4,2,2,9.1,8,No,Medium,Tier 1,Yes,High,Not Placed,0.0
3791,Male,ME,2.51,32.5,38.1,0,3.3,54.6,1,3,0,4,2,0,0,6.5,5,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3792,Male,CSE,2.53,45.4,39.5,0,2.6,42.5,0,2,0,3,1,0,3,6.3,2,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
3793,Male,CSE,6.29,93.7,47.3,4,5.6,67.1,5,2,5,4,4,5,0,6.7,2,No,High,Tier 1,Yes,Low,Not Placed,0.0
3794,Female,IT,7.62,76.2,85.5,1,6.0,96.3,2,3,3,4,4,2,1,9.2,5,No,High,Tier 2,Yes,High,Placed,14.33
3795,Male,ECE,8.76,97.5,85.2,0,8.7,76.5,4,3,3,3,4,1,2,6.3,3,Yes,Low,Tier 3,Yes,Medium,Placed,17.47
3796,Female,ECE,8.52,80.0,100.0,0,7.0,100.0,5,2,3,2,5,2,1,7.0,2,No,High,Tier 2,Yes,Low,Placed,17.2
3797,Male,CSE,9.65,95.9,83.3,2,8.1,88.7,6,5,5,2,5,4,1,4.0,5,Yes,High,Tier 1,Yes,Medium,Placed,18.03
3798,Male,ECE,5.81,64.7,55.8,0,5.5,56.2,5,2,3,3,3,3,1,8.2,7,No,Medium,Tier 3,Yes,Medium,Placed,14.04
3799,Male,CSE,9.09,90.3,88.7,0,9.5,82.9,4,2,5,2,4,4,2,6.7,5,No,Medium,Tier 2,Yes,Medium,Placed,17.6
3800,Male,ECE,8.09,100.0,86.9,0,8.1,84.4,4,3,4,4,2,2,3,8.1,6,Yes,High,Tier 3,Yes,Low,Placed,17.95
3801,Male,IT,8.95,88.0,70.1,0,8.6,100.0,2,4,2,5,5,1,1,7.8,8,No,Medium,Tier 3,Yes,Low,Placed,15.76
3802,Female,CSE,0.12,21.9,10.7,0,0.0,45.3,2,0,2,4,1,1,1,7.2,6,No,Medium,Tier 3,No,Medium,Not Placed,0.0
3803,Female,ECE,9.66,77.8,100.0,0,7.6,93.7,5,3,5,1,5,3,2,6.5,4,No,High,Tier 1,Yes,Medium,Placed,18.79
3804,Female,EE,4.74,59.6,46.4,0,6.0,78.6,2,1,3,2,1,2,1,7.1,5,No,Medium,Tier 2,Yes,Medium,Placed,11.51
3805,Male,IT,7.98,94.3,95.5,2,5.9,60.3,7,3,5,3,5,3,3,5.4,5,No,Medium,Tier 3,Yes,High,Placed,17.7
3806,Female,ME,1.27,20.5,23.6,0,2.5,45.6,1,0,1,1,1,2,2,7.3,7,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3807,Male,ECE,3.96,23.6,40.7,0,3.2,62.5,4,1,2,3,3,2,0,7.7,6,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3808,Male,IT,2.71,37.6,45.8,0,2.4,55.1,3,1,2,4,2,1,2,7.1,5,No,Low,Tier 3,No,Medium,Not Placed,0.0
3809,Male,CSE,2.92,40.0,57.4,1,5.2,33.2,3,1,3,5,2,2,1,7.0,6,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
3810,Male,CSE,1.23,32.7,32.0,0,3.1,30.2,3,1,2,5,1,1,1,6.3,5,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3811,Female,CSE,8.06,100.0,95.1,1,8.1,81.4,6,3,4,2,4,3,1,6.8,2,No,Low,Tier 1,Yes,Medium,Placed,16.51
3812,Male,ECE,0.09,12.0,35.5,0,2.3,48.9,0,1,0,3,0,0,2,5.7,2,Yes,Low,Tier 2,Yes,Low,Not Placed,0.0
3813,Male,ME,3.13,33.0,33.8,1,3.6,76.8,3,1,2,3,3,4,2,6.3,7,No,High,Tier 1,Yes,Medium,Not Placed,0.0
3814,Female,CSE,1.74,18.1,41.3,2,2.0,37.5,1,1,0,2,1,0,2,9.5,8,No,High,Tier 2,Yes,Medium,Not Placed,0.0
3815,Male,IT,5.89,67.0,49.9,2,5.2,54.6,4,3,4,3,3,2,0,7.1,6,No,High,Tier 3,Yes,High,Placed,12.58
3816,Male,IT,2.54,41.4,42.6,0,3.1,60.0,1,1,0,3,1,0,0,7.6,7,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
3817,Male,ECE,2.59,31.6,38.0,0,5.1,81.9,3,1,3,4,2,2,3,7.0,9,Yes,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3818,Female,ECE,4.88,64.3,69.5,0,3.6,77.6,3,1,4,5,2,3,1,7.1,5,Yes,Low,Tier 3,Yes,Low,Placed,14.05
3819,Female,ECE,6.53,75.2,82.0,0,5.5,65.2,1,3,2,3,2,3,3,7.2,4,No,Medium,Tier 2,Yes,Low,Placed,13.66
3820,Male,CSE,1.21,25.7,33.4,0,1.4,76.6,0,0,1,2,4,1,1,6.7,7,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3821,Male,CSE,1.76,20.9,35.1,0,3.8,53.8,2,0,1,2,2,0,0,7.7,8,No,Low,Tier 1,Yes,Low,Not Placed,0.0
3822,Male,EE,2.47,31.2,42.8,4,5.1,40.3,3,1,2,5,2,3,1,6.1,4,No,Medium,Tier 2,No,Low,Not Placed,0.0
3823,Female,CSE,9.74,73.5,96.5,2,8.6,100.0,6,2,5,4,5,4,4,5.2,8,No,Low,Tier 3,Yes,High,Placed,19.49
3824,Male,CSE,3.97,51.1,49.1,0,4.7,48.4,4,1,4,3,3,4,1,7.2,5,No,Medium,Tier 3,No,Medium,Not Placed,0.0
3825,Male,ME,5.99,66.2,80.3,0,5.8,63.5,3,3,3,3,3,2,2,8.3,6,No,Medium,Tier 3,Yes,High,Placed,14.64
3826,Male,CSE,2.42,37.5,53.0,1,3.6,58.2,5,2,3,5,3,3,5,6.2,5,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3827,Male,IT,4.9,61.7,55.8,0,5.7,64.1,5,4,4,3,2,0,4,7.9,6,Yes,Medium,Tier 1,Yes,Low,Not Placed,0.0
3828,Male,CSE,0.74,25.1,26.3,0,2.4,39.9,2,0,1,1,3,0,1,7.8,3,Yes,Low,Tier 3,Yes,Low,Not Placed,0.0
3829,Female,ECE,0.35,16.9,21.6,0,2.2,37.6,0,0,1,3,1,0,1,8.9,8,No,High,Tier 2,Yes,Medium,Not Placed,0.0
3830,Male,CSE,4.69,55.4,39.4,0,5.6,76.5,6,2,4,2,3,4,2,9.2,2,No,High,Tier 3,Yes,High,Not Placed,0.0
3831,Male,CSE,3.99,34.9,46.6,0,2.5,31.0,3,1,3,3,4,2,0,7.7,4,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3832,Female,ECE,1.37,20.8,45.0,5,2.5,46.6,3,0,3,5,2,3,2,6.9,8,No,High,Tier 2,Yes,High,Not Placed,0.0
3833,Female,IT,6.88,74.0,65.5,0,6.6,72.8,5,1,5,1,3,4,1,5.1,10,No,High,Tier 1,Yes,Medium,Placed,16.36
3834,Male,ECE,9.93,92.0,100.0,0,8.9,85.6,5,4,5,2,5,3,0,8.2,4,No,Low,Tier 3,No,Low,Placed,20.28
3835,Male,CE,3.96,57.3,61.4,0,4.1,49.7,3,2,3,4,4,3,4,8.4,9,No,Low,Tier 1,Yes,High,Not Placed,0.0
3836,Male,CSE,6.25,61.5,72.0,2,6.0,40.9,5,1,5,2,1,3,1,6.7,8,Yes,Low,Tier 2,Yes,Low,Placed,14.57
3837,Female,ECE,9.63,99.0,100.0,2,7.5,83.2,6,3,5,3,4,4,1,7.4,6,No,Medium,Tier 1,Yes,Medium,Placed,18.43
3838,Male,ECE,8.32,86.9,75.4,0,5.5,100.0,5,3,4,4,4,4,1,5.8,5,Yes,Medium,Tier 2,No,Low,Placed,16.25
3839,Female,CE,4.64,61.9,52.5,2,5.7,72.8,4,2,2,4,2,1,0,6.3,8,No,Low,Tier 2,Yes,Low,Not Placed,0.0
3840,Female,CSE,7.37,86.7,91.4,0,5.5,76.9,2,2,3,2,2,1,1,5.4,5,No,Medium,Tier 1,Yes,Medium,Placed,15.39
3841,Male,ECE,1.28,32.8,22.1,0,2.2,25.7,2,1,2,0,1,2,1,7.3,6,No,High,Tier 3,No,High,Not Placed,0.0
3842,Male,ME,5.12,37.5,69.6,1,4.3,75.6,5,2,4,3,1,4,1,6.5,1,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3843,Male,CSE,2.79,50.7,26.5,0,5.0,67.5,0,2,1,1,3,0,3,8.5,5,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3844,Male,ME,1.61,44.0,18.9,0,2.5,57.1,3,2,3,4,3,2,0,7.3,4,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3845,Male,CSE,4.26,46.4,71.1,1,4.2,48.9,2,2,2,3,4,1,2,7.4,6,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3846,Female,IT,1.31,28.5,28.4,0,3.2,32.5,2,0,1,3,1,2,2,7.0,5,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3847,Female,CE,6.99,65.5,68.5,0,8.5,96.8,4,1,5,4,4,5,2,8.9,4,No,Low,Tier 1,Yes,Low,Placed,15.14
3848,Male,IT,4.56,34.3,68.1,0,5.1,47.8,2,3,2,1,4,1,5,8.7,5,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3849,Female,ECE,5.31,52.7,72.9,0,4.8,72.6,2,3,2,3,3,0,0,6.8,4,No,Medium,Tier 2,Yes,High,Placed,12.26
3850,Male,CSE,1.46,22.0,38.9,0,3.2,22.4,3,1,2,4,1,2,0,7.4,2,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
3851,Male,CE,1.4,23.4,23.5,0,0.9,39.8,2,1,1,3,1,0,1,8.7,5,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
3852,Male,ECE,5.83,55.0,61.8,2,5.6,77.0,5,2,4,2,3,4,3,5.6,5,No,High,Tier 1,No,Low,Placed,12.62
3853,Female,CSE,9.85,91.4,99.9,3,10.0,93.7,5,3,5,2,4,4,0,7.4,7,No,Low,Tier 1,Yes,Low,Placed,17.39
3854,Female,IT,0.96,23.0,32.6,0,2.3,47.0,0,0,0,5,2,2,0,6.6,5,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3855,Female,ECE,2.86,31.6,35.8,0,3.6,37.4,6,1,3,4,1,4,1,8.8,6,Yes,Medium,Tier 2,Yes,Low,Not Placed,0.0
3856,Male,CSE,8.69,94.3,89.2,1,7.6,77.3,5,4,5,2,4,5,0,7.6,4,No,Low,Tier 2,Yes,Medium,Placed,17.45
3857,Male,CSE,0.72,27.9,26.4,4,1.6,45.1,3,1,2,5,2,2,1,4.9,5,Yes,Low,Tier 3,Yes,Medium,Not Placed,0.0
3858,Male,CSE,8.76,100.0,100.0,0,7.9,95.9,5,3,5,4,4,3,0,6.5,2,No,High,Tier 3,Yes,Low,Placed,19.34
3859,Male,ECE,5.24,70.8,67.5,2,5.9,69.1,4,1,3,4,2,1,0,8.7,4,No,Medium,Tier 1,Yes,High,Not Placed,0.0
3860,Female,IT,4.08,52.1,35.6,0,4.0,70.8,1,2,2,4,3,2,1,8.1,1,No,Low,Tier 2,Yes,Low,Not Placed,0.0
3861,Female,ECE,3.1,35.1,40.7,4,1.2,33.7,3,2,2,2,2,2,0,5.7,3,Yes,Low,Tier 3,No,Medium,Not Placed,0.0
3862,Female,ME,2.97,43.2,32.5,0,4.0,47.2,5,2,3,5,0,3,1,5.8,3,No,Low,Tier 2,No,High,Not Placed,0.0
3863,Male,ME,3.06,44.3,48.2,4,5.8,75.2,1,0,3,4,3,1,0,7.1,7,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3864,Male,IT,8.85,85.1,98.0,0,7.3,100.0,4,4,4,3,4,2,1,6.9,6,No,Low,Tier 2,Yes,Medium,Placed,16.92
3865,Male,CSE,7.24,84.4,76.9,4,5.1,86.0,2,3,3,3,3,2,1,6.7,8,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
3866,Male,IT,6.7,58.0,68.9,0,6.9,73.3,3,2,2,3,3,1,0,6.5,3,Yes,Low,Tier 1,Yes,High,Placed,13.31
3867,Male,ECE,7.99,80.5,82.6,0,8.8,95.4,6,2,5,2,3,3,1,6.3,7,No,Medium,Tier 2,Yes,High,Placed,17.35
3868,Female,ECE,2.57,42.4,40.6,2,3.8,55.6,1,1,1,4,2,0,1,9.7,4,No,Medium,Tier 3,Yes,High,Not Placed,0.0
3869,Female,IT,6.18,64.7,61.0,1,7.6,53.9,3,3,3,2,4,2,2,6.6,9,No,Low,Tier 2,Yes,Medium,Placed,13.36
3870,Male,ECE,4.6,52.0,42.6,0,5.5,74.5,3,0,4,3,3,3,0,6.2,5,Yes,Medium,Tier 1,Yes,Low,Placed,12.82
3871,Male,CE,7.82,80.1,60.1,0,7.7,71.5,3,3,5,3,5,3,4,7.6,9,No,Medium,Tier 2,Yes,Low,Placed,17.78
3872,Male,CSE,3.09,32.9,55.4,1,3.1,62.7,2,1,2,3,3,2,2,6.9,10,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
3873,Male,IT,6.43,81.4,74.4,3,6.3,54.2,4,2,4,4,1,3,2,5.9,6,No,High,Tier 1,No,Medium,Placed,14.9
3874,Female,CSE,8.82,79.8,92.2,0,7.6,100.0,5,2,5,3,3,4,1,6.7,9,Yes,Medium,Tier 2,Yes,Low,Placed,18.06
3875,Male,CE,4.02,52.4,62.8,0,4.3,55.8,0,0,1,4,4,0,3,6.9,5,No,High,Tier 3,Yes,Medium,Not Placed,0.0
3876,Male,CSE,0.67,24.8,10.8,2,1.7,25.7,0,2,1,1,0,1,1,7.5,8,No,Medium,Tier 3,No,Medium,Not Placed,0.0
